date,temperature_2m,soil_temperature_0_to_7cm,weather_code,shortwave_radiation_instant,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
2021-01-03 02:00:00+00:00,0.4675,1.5174999,3.0,0.0,100.0,100.0,9.0,0.0
2021-01-03 03:00:00+00:00,1.1175,1.6175,3.0,0.0,100.0,100.0,12.0,0.0
2021-01-03 04:00:00+00:00,1.5174999,1.7175,3.0,0.0,100.0,100.0,1.0,0.0
2021-01-03 05:00:00+00:00,1.6175,1.7674999,3.0,0.0,100.0,100.0,0.0,0.0
2021-01-03 06:00:00+00:00,1.8675,1.9175,3.0,0.0,91.0,91.0,0.0,0.0
2021-01-03 07:00:00+00:00,1.7674999,1.8675,3.0,0.0,89.0,89.0,2.0,0.0
2021-01-03 08:00:00+00:00,1.6675,1.8175,3.0,0.0,94.0,94.0,26.0,0.0
2021-01-03 09:00:00+00:00,2.1175,2.0175,3.0,32.74855,98.0,97.0,78.0,0.0
2021-01-03 10:00:00+00:00,2.5674999,2.2175,3.0,32.17093,89.0,89.0,45.0,0.0
2021-01-03 11:00:00+00:00,3.0175,2.5674999,2.0,58.99082,61.0,61.0,1.0,0.0
2021-01-03 12:00:00+00:00,3.6675,3.2675,2.0,142.19522,55.0,29.0,42.0,0.0
2021-01-03 13:00:00+00:00,4.1675,3.5674999,3.0,150.11963,98.0,20.0,98.0,0.0
2021-01-03 14:00:00+00:00,4.0175004,3.5674999,3.0,71.32651,83.0,7.0,82.0,0.0
2021-01-03 15:00:00+00:00,3.5175,3.4175,2.0,29.064161,63.0,7.0,60.0,3.0
2021-01-03 16:00:00+00:00,2.5175,2.9675,2.0,0.0,75.0,62.0,6.0,35.0
2021-01-03 17:00:00+00:00,2.4675,2.7675,3.0,0.0,93.0,61.0,28.0,87.0
2021-01-03 18:00:00+00:00,2.2675,2.5674999,3.0,0.0,99.0,91.0,69.0,90.0
2021-01-03 19:00:00+00:00,2.2175,2.5175,3.0,0.0,94.0,49.0,9.0,89.0
2021-01-03 20:00:00+00:00,1.8675,2.3675,3.0,0.0,100.0,100.0,9.0,86.0
2021-01-03 21:00:00+00:00,2.0674999,2.3174999,3.0,0.0,100.0,100.0,96.0,83.0
2021-01-03 22:00:00+00:00,2.2175,2.2675,51.0,0.0,100.0,100.0,96.0,46.0
2021-01-03 23:00:00+00:00,2.7175,2.4175,51.0,0.0,100.0,100.0,83.0,5.0
2021-01-04 00:00:00+00:00,2.7675,3.2675,51.0,0.0,100.0,100.0,100.0,75.0
2021-01-04 01:00:00+00:00,2.8675,3.0175,51.0,0.0,100.0,100.0,100.0,95.0
2021-01-04 02:00:00+00:00,3.0175,2.9675,51.0,0.0,100.0,100.0,100.0,48.0
2021-01-04 03:00:00+00:00,3.0175,2.9675,51.0,0.0,100.0,100.0,100.0,36.0
2021-01-04 04:00:00+00:00,2.8675,2.9175,51.0,0.0,100.0,100.0,96.0,3.0
2021-01-04 05:00:00+00:00,2.7675,2.8675,51.0,0.0,100.0,100.0,99.0,4.0
2021-01-04 06:00:00+00:00,2.8174999,2.8174999,51.0,0.0,100.0,100.0,95.0,2.0
2021-01-04 07:00:00+00:00,2.7675,2.8174999,51.0,0.0,100.0,100.0,99.0,3.0
2021-01-04 08:00:00+00:00,2.7675,2.8174999,51.0,0.0,100.0,100.0,100.0,4.0
2021-01-04 09:00:00+00:00,2.8675,2.8675,51.0,12.688692,100.0,100.0,62.0,0.0
2021-01-04 10:00:00+00:00,3.0674999,2.9175,51.0,30.920553,100.0,100.0,87.0,2.0
2021-01-04 11:00:00+00:00,3.1675,3.0175,51.0,36.054817,100.0,100.0,95.0,0.0
2021-01-04 12:00:00+00:00,3.3675,3.3174999,51.0,36.32369,100.0,100.0,90.0,58.0
2021-01-04 13:00:00+00:00,3.1675,3.3675,3.0,58.80731,100.0,100.0,86.0,91.0
2021-01-04 14:00:00+00:00,3.0674999,3.3675,3.0,43.246624,100.0,100.0,94.0,90.0
2021-01-04 15:00:00+00:00,2.7175,3.2175,3.0,22.848232,100.0,100.0,99.0,40.0
2021-01-04 16:00:00+00:00,2.4675,3.0175,3.0,0.0,100.0,100.0,100.0,52.0
2021-01-04 17:00:00+00:00,2.3675,2.9175,3.0,0.0,100.0,100.0,95.0,54.0
2021-01-04 18:00:00+00:00,2.3174999,2.8174999,3.0,0.0,100.0,100.0,95.0,63.0
2021-01-04 19:00:00+00:00,2.2675,2.7675,51.0,0.0,100.0,100.0,94.0,71.0
2021-01-04 20:00:00+00:00,2.2175,2.7175,51.0,0.0,100.0,100.0,99.0,48.0
2021-01-04 21:00:00+00:00,2.1175,2.6675,51.0,0.0,100.0,100.0,100.0,21.0
2021-01-04 22:00:00+00:00,2.0175,2.5674999,51.0,0.0,100.0,100.0,100.0,8.0
2021-01-04 23:00:00+00:00,1.9675,2.5175,51.0,0.0,100.0,100.0,98.0,1.0
2021-01-05 00:00:00+00:00,2.1175,2.8675,3.0,0.0,100.0,100.0,93.0,3.0
2021-01-05 01:00:00+00:00,2.1675,2.7175,3.0,0.0,100.0,100.0,97.0,5.0
2021-01-05 02:00:00+00:00,2.1175,2.6175,3.0,0.0,100.0,100.0,96.0,19.0
2021-01-05 03:00:00+00:00,1.8175,2.5175,3.0,0.0,100.0,100.0,68.0,71.0
2021-01-05 04:00:00+00:00,1.7674999,2.4175,3.0,0.0,100.0,99.0,59.0,89.0
2021-01-05 05:00:00+00:00,1.7674999,2.4175,3.0,0.0,97.0,94.0,25.0,62.0
2021-01-05 06:00:00+00:00,1.6175,2.3174999,3.0,0.0,100.0,100.0,55.0,29.0
2021-01-05 07:00:00+00:00,1.8175,2.3675,3.0,0.0,97.0,94.0,75.0,42.0
2021-01-05 08:00:00+00:00,1.8675,2.3174999,3.0,0.0,100.0,98.0,98.0,64.0
2021-01-05 09:00:00+00:00,2.1175,2.4175,3.0,21.655315,100.0,88.0,99.0,21.0
2021-01-05 10:00:00+00:00,2.5175,2.6175,3.0,50.680836,95.0,80.0,91.0,3.0
2021-01-05 11:00:00+00:00,3.0175,2.9175,3.0,100.52431,98.0,95.0,96.0,0.0
2021-01-05 12:00:00+00:00,3.7175,3.2175,3.0,85.80592,97.0,95.0,12.0,0.0
2021-01-05 13:00:00+00:00,3.9175,3.5175,3.0,103.72642,98.0,96.0,82.0,0.0
2021-01-05 14:00:00+00:00,3.7175,3.6175,3.0,39.19607,99.0,99.0,94.0,0.0
2021-01-05 15:00:00+00:00,3.5175,3.5674999,3.0,12.186419,100.0,100.0,81.0,0.0
2021-01-05 16:00:00+00:00,3.2175,3.4675,3.0,0.0,100.0,100.0,67.0,0.0
2021-01-05 17:00:00+00:00,3.0674999,3.3675,3.0,0.0,100.0,100.0,100.0,0.0
2021-01-05 18:00:00+00:00,2.8675,3.2675,3.0,0.0,100.0,100.0,100.0,0.0
2021-01-05 19:00:00+00:00,2.8675,3.2175,3.0,0.0,100.0,100.0,52.0,0.0
2021-01-05 20:00:00+00:00,2.7675,3.1175,3.0,0.0,100.0,100.0,31.0,0.0
2021-01-05 21:00:00+00:00,2.6175,3.0674999,3.0,0.0,100.0,100.0,6.0,0.0
2021-01-05 22:00:00+00:00,2.7175,3.0175,3.0,0.0,100.0,100.0,3.0,0.0
2021-01-05 23:00:00+00:00,2.6675,2.9675,3.0,0.0,100.0,100.0,1.0,0.0
2021-01-06 00:00:00+00:00,3.3675,3.4675,3.0,0.0,100.0,100.0,89.0,0.0
2021-01-06 01:00:00+00:00,3.1175,3.3675,51.0,0.0,100.0,99.0,74.0,0.0
2021-01-06 02:00:00+00:00,2.4675,3.0674999,51.0,0.0,100.0,100.0,60.0,0.0
2021-01-06 03:00:00+00:00,2.2175,2.8675,51.0,0.0,100.0,100.0,65.0,0.0
2021-01-06 04:00:00+00:00,2.3174999,2.7675,51.0,0.0,100.0,100.0,87.0,0.0
2021-01-06 05:00:00+00:00,1.9175,2.6175,3.0,0.0,95.0,94.0,24.0,0.0
2021-01-06 06:00:00+00:00,1.7175,2.4675,3.0,0.0,100.0,100.0,15.0,0.0
2021-01-06 07:00:00+00:00,1.4675,2.2675,2.0,0.0,76.0,67.0,13.0,27.0
2021-01-06 08:00:00+00:00,1.1175,2.0674999,3.0,0.0,95.0,69.0,33.0,88.0
2021-01-06 09:00:00+00:00,1.2674999,2.0175,3.0,57.446938,97.0,56.0,27.0,94.0
2021-01-06 10:00:00+00:00,1.9175,2.3174999,3.0,95.1132,99.0,60.0,89.0,96.0
2021-01-06 11:00:00+00:00,2.5175,2.7175,3.0,104.897064,100.0,60.0,95.0,99.0
2021-01-06 12:00:00+00:00,2.9675,3.2175,3.0,93.924835,100.0,59.0,95.0,100.0
2021-01-06 13:00:00+00:00,3.3174999,3.4675,3.0,95.41954,100.0,38.0,94.0,100.0
2021-01-06 14:00:00+00:00,3.1675,3.5175,3.0,65.22757,100.0,55.0,97.0,100.0
2021-01-06 15:00:00+00:00,2.7675,3.3675,3.0,29.629139,100.0,62.0,99.0,100.0
2021-01-06 16:00:00+00:00,1.8175,2.9675,3.0,0.0,100.0,70.0,99.0,100.0
2021-01-06 17:00:00+00:00,1.7175,2.7175,3.0,0.0,100.0,78.0,100.0,100.0
2021-01-06 18:00:00+00:00,1.7674999,2.5175,3.0,0.0,100.0,69.0,100.0,100.0
2021-01-06 19:00:00+00:00,1.5174999,2.3675,3.0,0.0,100.0,64.0,100.0,99.0
2021-01-06 20:00:00+00:00,1.2674999,2.1675,3.0,0.0,100.0,36.0,99.0,99.0
2021-01-06 21:00:00+00:00,0.7175,1.9175,3.0,0.0,99.0,19.0,97.0,97.0
2021-01-06 22:00:00+00:00,1.0174999,1.8175,3.0,0.0,99.0,37.0,96.0,92.0
2021-01-06 23:00:00+00:00,1.0675,1.7674999,3.0,0.0,100.0,38.0,99.0,98.0
2021-01-07 00:00:00+00:00,1.4675,1.7674999,3.0,0.0,100.0,38.0,100.0,97.0
2021-01-07 01:00:00+00:00,1.4675,1.8175,51.0,0.0,100.0,21.0,99.0,98.0
2021-01-07 02:00:00+00:00,1.6675,1.8175,51.0,0.0,100.0,39.0,99.0,96.0
2021-01-07 03:00:00+00:00,1.8175,1.8175,51.0,0.0,100.0,34.0,100.0,96.0
2021-01-07 04:00:00+00:00,1.8175,1.8175,51.0,0.0,100.0,74.0,99.0,79.0
2021-01-07 05:00:00+00:00,2.0674999,1.8675,51.0,0.0,100.0,93.0,100.0,50.0
2021-01-07 06:00:00+00:00,2.4175,2.0175,51.0,0.0,100.0,97.0,100.0,81.0
2021-01-07 07:00:00+00:00,2.4175,2.1175,51.0,0.0,100.0,100.0,99.0,57.0
2021-01-07 08:00:00+00:00,2.4675,2.2175,51.0,0.0,100.0,100.0,100.0,84.0
2021-01-07 09:00:00+00:00,2.9675,2.4175,51.0,24.98464,100.0,99.0,100.0,75.0
2021-01-07 10:00:00+00:00,3.3174999,2.6675,51.0,25.917696,100.0,98.0,100.0,68.0
2021-01-07 11:00:00+00:00,3.5674999,2.8675,53.0,26.22327,100.0,97.0,100.0,63.0
2021-01-07 12:00:00+00:00,3.7675,3.2175,51.0,43.446285,99.0,10.0,99.0,2.0
2021-01-07 13:00:00+00:00,4.0675,3.5175,51.0,88.029816,97.0,18.0,97.0,17.0
2021-01-07 14:00:00+00:00,3.7175,3.5175,51.0,80.49931,98.0,93.0,84.0,79.0
2021-01-07 15:00:00+00:00,3.6175,3.2675,3.0,17.502998,97.0,34.0,96.0,47.0
2021-01-07 16:00:00+00:00,2.5674999,2.8174999,3.0,0.0,100.0,37.0,99.0,91.0
2021-01-07 17:00:00+00:00,2.5674999,2.4675,3.0,0.0,100.0,61.0,99.0,97.0
2021-01-07 18:00:00+00:00,3.0175,2.3675,3.0,0.0,100.0,58.0,100.0,98.0
2021-01-07 19:00:00+00:00,3.1175,2.3675,51.0,0.0,100.0,64.0,100.0,96.0
2021-01-07 20:00:00+00:00,3.4675,2.4175,51.0,0.0,100.0,81.0,100.0,92.0
2021-01-07 21:00:00+00:00,3.6675,2.5175,51.0,0.0,100.0,100.0,100.0,93.0
2021-01-07 22:00:00+00:00,3.5674999,2.7175,53.0,0.0,100.0,100.0,100.0,97.0
2021-01-07 23:00:00+00:00,3.5674999,2.8675,53.0,0.0,100.0,100.0,100.0,92.0
2021-01-08 00:00:00+00:00,3.3675,2.8174999,51.0,0.0,100.0,97.0,99.0,94.0
2021-01-08 01:00:00+00:00,3.3675,2.8675,51.0,0.0,100.0,93.0,99.0,94.0
2021-01-08 02:00:00+00:00,3.2675,2.8675,51.0,0.0,100.0,100.0,99.0,96.0
2021-01-08 03:00:00+00:00,3.2175,2.8675,51.0,0.0,100.0,97.0,99.0,97.0
2021-01-08 04:00:00+00:00,3.2175,2.8675,51.0,0.0,100.0,99.0,99.0,0.0
2021-01-08 05:00:00+00:00,3.2175,2.8675,51.0,0.0,100.0,99.0,99.0,0.0
2021-01-08 06:00:00+00:00,3.2675,2.9175,51.0,0.0,99.0,98.0,99.0,0.0
2021-01-08 07:00:00+00:00,3.1675,2.9175,51.0,0.0,100.0,100.0,99.0,0.0
2021-01-08 08:00:00+00:00,2.7175,2.7675,51.0,0.0,95.0,36.0,94.0,0.0
2021-01-08 09:00:00+00:00,3.0175,2.7675,3.0,35.457535,85.0,17.0,82.0,0.0
2021-01-08 10:00:00+00:00,3.7175,3.2175,3.0,91.23753,90.0,18.0,88.0,0.0
2021-01-08 11:00:00+00:00,4.2675004,3.8675,3.0,142.02924,91.0,14.0,90.0,0.0
2021-01-08 12:00:00+00:00,4.5675,4.1675,3.0,180.93053,94.0,26.0,41.0,0.0
2021-01-08 13:00:00+00:00,4.6175003,4.4675,2.0,150.93384,51.0,33.0,39.0,0.0
2021-01-08 14:00:00+00:00,4.4175,4.5175004,1.0,119.395294,46.0,26.0,34.0,0.0
2021-01-08 15:00:00+00:00,3.6175,4.3175,0.0,57.58839,13.0,13.0,0.0,0.0
2021-01-08 16:00:00+00:00,0.7175,3.2675,0.0,0.0,8.0,8.0,0.0,0.0
2021-01-08 17:00:00+00:00,-0.4325,2.2675,0.0,0.0,3.0,3.0,0.0,0.0
2021-01-08 18:00:00+00:00,-1.1825,1.4175,0.0,0.0,1.0,1.0,0.0,0.0
2021-01-08 19:00:00+00:00,-1.8325,0.8175,3.0,0.0,100.0,100.0,0.0,0.0
2021-01-08 20:00:00+00:00,-1.1825,0.6675,3.0,0.0,100.0,100.0,3.0,0.0
2021-01-08 21:00:00+00:00,-0.8325,0.5675,3.0,0.0,85.0,85.0,0.0,0.0
2021-01-08 22:00:00+00:00,-2.4325001,0.4675,3.0,0.0,80.0,80.0,0.0,0.0
2021-01-08 23:00:00+00:00,-2.7325,0.4175,3.0,0.0,84.0,84.0,0.0,0.0
2021-01-09 00:00:00+00:00,-1.4825001,-0.0325,3.0,0.0,100.0,100.0,7.0,0.0
2021-01-09 01:00:00+00:00,-1.4325,-0.0325,3.0,0.0,98.0,98.0,5.0,0.0
2021-01-09 02:00:00+00:00,-1.3825,-0.0325,3.0,0.0,99.0,99.0,0.0,0.0
2021-01-09 03:00:00+00:00,-1.6825,-0.0325,3.0,0.0,97.0,97.0,0.0,0.0
2021-01-09 04:00:00+00:00,-2.1325,-0.0325,0.0,0.0,13.0,13.0,2.0,0.0
2021-01-09 05:00:00+00:00,-2.2825,-0.082499996,0.0,0.0,11.0,11.0,1.0,0.0
2021-01-09 06:00:00+00:00,-1.7325001,-0.082499996,0.0,0.0,16.0,16.0,2.0,0.0
2021-01-09 07:00:00+00:00,-2.5325,-0.1325,2.0,0.0,51.0,50.0,6.0,0.0
2021-01-09 08:00:00+00:00,-2.4825,-0.1825,2.0,0.0,79.0,77.0,22.0,0.0
2021-01-09 09:00:00+00:00,-0.1825,-0.1325,3.0,66.88463,100.0,100.0,6.0,0.0
2021-01-09 10:00:00+00:00,2.3675,-0.082499996,1.0,135.46977,24.0,23.0,8.0,0.0
2021-01-09 11:00:00+00:00,4.5675,0.11750001,1.0,193.35025,32.0,32.0,10.0,0.0
2021-01-09 12:00:00+00:00,4.4175,0.11750001,1.0,207.29079,34.0,96.0,44.0,0.0
2021-01-09 13:00:00+00:00,4.6675,0.2675,3.0,99.47807,98.0,97.0,28.0,0.0
2021-01-09 14:00:00+00:00,4.5675,0.4675,2.0,74.19435,55.0,46.0,47.0,0.0
2021-01-09 15:00:00+00:00,3.6175,0.5675,1.0,32.028538,38.0,32.0,27.0,0.0
2021-01-09 16:00:00+00:00,1.8175,0.61749995,1.0,0.0,29.0,28.0,13.0,0.0
2021-01-09 17:00:00+00:00,1.1175,0.5675,1.0,0.0,25.0,24.0,6.0,0.0
2021-01-09 18:00:00+00:00,-0.2325,0.51750004,1.0,0.0,34.0,34.0,11.0,0.0
2021-01-09 19:00:00+00:00,-0.082499996,0.4675,0.0,0.0,14.0,14.0,1.0,0.0
2021-01-09 20:00:00+00:00,-0.63250005,0.3675,0.0,0.0,5.0,5.0,0.0,0.0
2021-01-09 21:00:00+00:00,-0.8325,0.2675,0.0,0.0,12.0,12.0,2.0,0.0
2021-01-09 22:00:00+00:00,2.0674999,0.2175,1.0,0.0,36.0,33.0,8.0,0.0
2021-01-09 23:00:00+00:00,-0.3825,0.1675,2.0,0.0,78.0,47.0,65.0,0.0
2021-01-10 00:00:00+00:00,0.61749995,-0.8325,3.0,0.0,88.0,60.0,76.0,0.0
2021-01-10 01:00:00+00:00,-0.082499996,-0.7825,3.0,0.0,87.0,52.0,81.0,0.0
2021-01-10 02:00:00+00:00,0.2675,-0.7825,3.0,0.0,86.0,41.0,81.0,0.0
2021-01-10 03:00:00+00:00,-0.1825,-0.7825,1.0,0.0,35.0,35.0,1.0,0.0
2021-01-10 04:00:00+00:00,-0.9325,-0.7825,0.0,0.0,8.0,8.0,0.0,0.0
2021-01-10 05:00:00+00:00,-0.98249996,-0.7825,0.0,0.0,11.0,11.0,1.0,0.0
2021-01-10 06:00:00+00:00,-0.98249996,-0.8325,1.0,0.0,33.0,33.0,0.0,0.0
2021-01-10 07:00:00+00:00,-0.4825,-0.8325,2.0,0.0,70.0,69.0,0.0,3.0
2021-01-10 08:00:00+00:00,0.2675,-0.7825,2.0,0.0,79.0,74.0,0.0,20.0
2021-01-10 09:00:00+00:00,1.1675,-0.73249996,3.0,52.39461,83.0,83.0,0.0,3.0
2021-01-10 10:00:00+00:00,2.1675,-0.6825,3.0,104.549644,88.0,82.0,40.0,1.0
2021-01-10 11:00:00+00:00,2.9175,-0.5825,3.0,133.24419,99.0,72.0,99.0,0.0
2021-01-10 12:00:00+00:00,3.6675,0.3675,3.0,88.00468,100.0,14.0,85.0,0.0
2021-01-10 13:00:00+00:00,3.9175,0.5675,2.0,122.13157,72.0,11.0,70.0,0.0
2021-01-10 14:00:00+00:00,3.8174999,0.76750004,2.0,106.52643,75.0,30.0,73.0,0.0
2021-01-10 15:00:00+00:00,3.0674999,0.9675,3.0,47.324654,85.0,28.0,82.0,0.0
2021-01-10 16:00:00+00:00,2.6175,1.1175,3.0,0.0,88.0,76.0,82.0,0.0
2021-01-10 17:00:00+00:00,2.6175,1.2175,3.0,0.0,100.0,100.0,91.0,0.0
2021-01-10 18:00:00+00:00,2.8174999,1.3675,3.0,0.0,100.0,100.0,51.0,0.0
2021-01-10 19:00:00+00:00,2.9175,1.5174999,3.0,0.0,100.0,100.0,75.0,0.0
2021-01-10 20:00:00+00:00,3.0175,1.7175,3.0,0.0,100.0,100.0,24.0,0.0
2021-01-10 21:00:00+00:00,3.0674999,1.8675,3.0,0.0,100.0,100.0,10.0,19.0
2021-01-10 22:00:00+00:00,2.9675,1.9675,3.0,0.0,100.0,100.0,21.0,0.0
2021-01-10 23:00:00+00:00,2.8675,2.0175,3.0,0.0,100.0,100.0,65.0,0.0
2021-01-11 00:00:00+00:00,2.4675,1.8675,3.0,0.0,100.0,96.0,44.0,41.0
2021-01-11 01:00:00+00:00,2.6175,1.8175,3.0,0.0,89.0,83.0,63.0,34.0
2021-01-11 02:00:00+00:00,2.5175,1.8175,3.0,0.0,100.0,100.0,64.0,90.0
2021-01-11 03:00:00+00:00,2.8174999,1.9175,3.0,0.0,100.0,100.0,97.0,97.0
2021-01-11 04:00:00+00:00,2.9175,2.0175,3.0,0.0,100.0,100.0,86.0,84.0
2021-01-11 05:00:00+00:00,3.0175,2.1675,3.0,0.0,100.0,100.0,41.0,87.0
2021-01-11 06:00:00+00:00,3.2175,2.2675,3.0,0.0,100.0,100.0,47.0,72.0
2021-01-11 07:00:00+00:00,3.3675,2.3675,3.0,0.0,100.0,100.0,36.0,15.0
2021-01-11 08:00:00+00:00,3.5175,2.4675,3.0,0.0,100.0,100.0,29.0,59.0
2021-01-11 09:00:00+00:00,3.8675,2.6675,3.0,27.714077,100.0,100.0,46.0,35.0
2021-01-11 10:00:00+00:00,4.5175004,2.9175,3.0,35.620884,100.0,100.0,17.0,34.0
2021-01-11 11:00:00+00:00,5.3175,3.3675,3.0,52.411575,100.0,100.0,1.0,76.0
2021-01-11 12:00:00+00:00,5.4675,3.2675,3.0,75.89289,100.0,66.0,92.0,4.0
2021-01-11 13:00:00+00:00,6.2175,3.8174999,3.0,86.52381,99.0,57.0,92.0,96.0
2021-01-11 14:00:00+00:00,6.1175003,4.0675,3.0,47.476295,100.0,100.0,0.0,43.0
2021-01-11 15:00:00+00:00,5.9175,4.1175003,3.0,25.581783,100.0,100.0,0.0,38.0
2021-01-11 16:00:00+00:00,6.0675,4.1175003,3.0,0.0,100.0,100.0,0.0,80.0
2021-01-11 17:00:00+00:00,6.4175,4.1675,3.0,0.0,100.0,92.0,86.0,99.0
2021-01-11 18:00:00+00:00,6.8675003,4.3175,3.0,0.0,100.0,100.0,100.0,82.0
2021-01-11 19:00:00+00:00,7.0175004,4.5175004,51.0,0.0,100.0,100.0,100.0,100.0
2021-01-11 20:00:00+00:00,6.8675003,4.7675004,53.0,0.0,100.0,100.0,99.0,100.0
2021-01-11 21:00:00+00:00,6.9675,4.9675,51.0,0.0,100.0,100.0,100.0,99.0
2021-01-11 22:00:00+00:00,7.0175004,5.1675,51.0,0.0,100.0,100.0,100.0,96.0
2021-01-11 23:00:00+00:00,7.0175004,5.2675004,61.0,0.0,100.0,100.0,100.0,95.0
